latitude,longitude,label
17.663618208955221,-98.067639104477649,67
25.972007818181819,-98.317023454545435,55
30.583672168674692,-91.225858915662656,83
16.853349399999999,-88.602599800000007,50
35.048479795918361,-97.734182040816322,49
29.608290958904099,-98.462044657534264,73
20.768422745098039,-101.91875470588234,51
16.316199459459462,-92.56630540540543,37
25.607670769230769,-109.30764846153846,26
29.806779550561799,-95.243429213483182,89
32.52353377192982,-97.206503070175359,114
25.705155384615388,-104.84285615384614,13
33.202171698113219,-101.65532660377357,53
33.132901578947362,-94.036192105263169,38
31.303365641025639,-105.63471384615386,39
