latitude,longitude,label
44.015163139534884,-79.653423023255783,85
42.789678543689327,-76.788527281553371,104
39.166338652173927,-77.142846739130448,230
45.185001428571418,-68.865137857142869,53
37.20846548076922,-76.578157211538439,104
45.579039891304348,-63.69306141304348,92
40.804737806451641,-73.981436290322591,313
47.268097777777776,-80.733112592592605,27
41.815153999999993,-72.901423833333354,117
40.803326290322595,-79.55605524193551,124
72.62706,-53.907474166666667,12
42.241591052631534,-70.965509924812068,135
44.564209777777776,-73.629489000000007,91
48.868105116279082,-54.877776279069771,43
40.1158381958763,-75.460882989690703,194
