latitude,longitude,label
-74.676190000000005,163.74761857142857,7
7.390662083333333,165.80215958333329,24
-25.901524074074079,134.02693703703704,27
-15.772826060606059,127.03003333333334,33
-42.213791509433946,147.04184452830194,53
-41.885886415094362,172.31989169811322,53
-37.093510000000002,145.05851073529408,68
-27.995743913043473,153.16936942028988,69
-6.3709278571428571,174.99916642857141,14
-30.798443974358968,117.0008776923077,78
-33.435386382978734,150.59888609929084,141
-34.358160206185552,138.74451010309275,97
-16.348127058823525,142.22595441176472,34
-6.5629222727272722,148.91492818181817,22
-21.65790481481481,148.61689740740744,27
