latitude,longitude,label
-0.67127882352941182,-76.846020588235291,17
10.626390000000001,-68.656977499999996,16
-4.6610046153846145,-80.987593846153842,13
13.983140625000001,-85.878220624999997,16
17.808514411764701,-63.957739411764713,34
9.5639113636363646,-82.515933636363627,22
-8.5416684615384604,-68.441426153846152,13
9.7073168181818161,-74.860003181818172,22
9.4687390909090894,-61.461413636363638,11
13.7714359375,-60.789099062499986,32
5.5566910869565218,-57.927538260869568,46
-2.1036766666666664,-44.672916666666673,3
4.6972757446808497,-74.198230425531918,47
18.58389015873016,-77.450910793650777,63
19.138142400000003,-71.652159600000005,50
