latitude,longitude,label
67.834638571428584,-21.392264285714283,579
50.711993529411757,5.5417826470588212,1031
47.481181862745075,1.2992940196078429,1560
60.32126055555554,22.293683333333334,181
60.166132444444436,11.142756222222223,644
45.271860833333321,18.977451428571424,747
34.002621851851856,-5.5100101851851848,1344
45.926563714285706,7.4922873714285743,1319
51.972043809523811,11.770729603174599,405
53.645535581395336,-4.3149548837209277,837
51.998290688073418,-0.80593178899082518,217
45.38155012903227,12.749998451612901,1497
40.339552386363636,1.0648744318181815,223
40.928226065573789,-5.366376065573772,1724
38.005691527777785,13.515637499999999,394
