latitude,longitude,label
31.565929999999991,20.222170999999999,10
18.002793333333333,34.695574166666667,12
34.308656911764714,44.25088132352942,68
45.04911127659576,27.253870212765953,47
56.072805151515141,46.264043333333341,33
30.297422558139541,50.462118837209296,43
36.955191086956532,49.619678043478267,46
38.980027166666659,23.984111833333333,60
41.698793636363632,42.237734848484834,33
29.912370892857144,31.39857285714287,56
52.993139130434784,36.541925652173916,23
33.584608072289164,35.203701566265067,83
56.584504285714281,59.386301428571421,14
59.886025217391285,30.39425652173912,23
14.412197142857142,42.726940357142851,28
