latitude,longitude,label
-20.533834090909096,-44.454014999999998,22
-34.321425294117653,-58.705011470588225,34
-15.07578125,-55.708148749999992,8
-68.847982222222228,-63.827854444444448,9
-26.944816470588229,-65.450680000000006,17
-6.6721731818181809,-39.24464636363637,22
-41.375747142857144,-68.681608571428569,7
-51.854524000000005,-60.392378000000008,5
-26.528075263157891,-57.80443842105263,19
-26.164245833333329,-50.424246666666669,24
-51.488543636363644,-70.918349090909089,11
-53.873946000000004,-33.735088000000005,10
-33.593099333333335,-70.057729333333327,15
-16.850705999999995,-68.100832999999994,10
-72.833332500000012,-123.12083249999999,4
