latitude,longitude,label
34.898878135593222,-106.20882796610169,58
39.297977105263151,-101.74990763157894,38
50.303991851851826,-103.35540802469137,81
39.654228161764713,-105.25985779411766,136
43.511684146341452,-114.48414146341466,41
45.250713399999995,-104.1703382,50
46.945667945205486,-110.95246835616435,73
35.987214186046515,-114.44033581395347,43
38.07897688311688,-108.23252766233765,78
47.748047611940308,-116.02763477611937,67
53.862915961538469,-115.03371307692305,52
52.450242461538473,-107.59764338461535,65
31.582530312500001,-110.53670156249999,32
33.962293434343422,-111.90726878787883,99
40.715530508474551,-111.72741559322027,118
