latitude,longitude,label
73.771357142857141,-94.195277142857137,7
43.612494727272754,-84.583294000000009,110
40.507403090909087,-86.226671818181813,55
37.615278316831684,-94.381214653465364,101
48.936558888888896,-97.628914285714316,63
38.926208888888873,-98.476621111111129,81
35.368336285714307,-91.613900142857133,70
48.643054473684202,-91.183008421052634,38
44.234345000000005,-98.445318709677437,62
38.600745446428562,-89.664147321428558,113
41.918840972222206,-88.176285601851788,215
44.560431428571405,-89.138481530612268,98
41.621560449438213,-95.877738202247215,89
45.229453124999985,-93.843991666666639,96
42.011459173553732,-92.165170578512431,121
