latitude,longitude,label
40.750315000000001,-73.975805000000008,2
40.749549999999999,-73.967920000000007,1
40.746400000000001,-73.983699999999999,1
40.753695,-73.997195000000005,2
40.747230000000002,-73.986279999999994,1
40.750660000000003,-73.993470000000002,1
40.750900000000001,-73.964420000000004,1
40.759005000000002,-73.985050000000001,2
40.77111,-73.980279999999993,1
40.767319999999998,-73.984309999999994,1
40.75909,-73.976690000000005,1
40.756230000000002,-73.992449999999991,2
40.761000000000003,-73.998999999999995,1
