latitude,longitude,label
27.969200000000001,-82.401899999999998,1
28.045400000000001,-82.447000000000003,1
27.8706,-82.492400000000004,1
27.944175000000001,-82.459215,2
27.957899999999999,-82.2971,1
27.949190000000002,-82.354259999999996,1
27.916,-82.358699999999999,1
28.044,-82.378029999999995,1
27.957899999999999,-82.449100000000001,1
27.913799999999998,-82.450500000000005,1
28.015050000000002,-82.412800000000004,2
28.061170000000001,-82.414090000000002,1
27.99175,-82.443449999999999,2
