latitude,longitude,label
39.985059999999997,-82.927679999999995,1
39.917565000000003,-82.973929999999996,2
39.842840000000002,-82.80462,1
39.948740000000001,-83.299250000000001,1
40.094785000000002,-83.190470000000005,2
39.768369999999997,-83.063519999999997,1
39.65016,-82.742149999999995,1
40.092706666666665,-83.075876666666659,3
39.978364999999997,-83.015852499999994,4
40.250340000000001,-83.00018,1
39.937505000000002,-82.830800000000011,2
39.881450000000001,-83.092960000000005,1
