latitude,longitude,label
42.371020000000001,-88.012010000000004,1
42.195790000000002,-88.087569999999999,1
42.110300000000002,-88.034239999999997,1
42.085829999999994,-87.948070000000016,3
42.202401999999999,-87.967468000000011,5
42.14962666666667,-87.804050000000004,3
42.431133333333335,-87.833036666666672,3
42.009335,-87.98021,2
42.029373333333332,-87.854766666666663,3
42.088070000000002,-88.157830000000004,1
42.253614999999996,-87.836299999999994,2
42.13194,-87.876670000000004,1
