latitude,longitude,label
53.299999999999997,-2.7166700000000001,1
53.353740000000002,-2.27495,1
53.480827999999995,-2.242648,5
53.201599999999999,-1.96373,1
53.424729999999997,-2.9131499999999999,2
53.450000000000003,-2.23333,1
53.181887500000002,-2.5085424999999999,4
53.566014999999993,-2.4129250000000004,2
53.885809999999999,-2.4438200000000001,2
53.398449999999997,-2.9689700000000001,1
52.978859999999997,-2.1494999999999997,2
53.935679999999998,-1.9907699999999999,1
53.278750000000002,-2.9013399999999998,1
53.433590000000002,-2.7221150000000001,2
