latitude,longitude,label
30.579630000000002,-90.99427,1
30.416409999999999,-91.179770000000005,1
30.470749999999999,-91.058719999999994,1
30.406264999999998,-91.061659999999989,2
30.52413,-91.188649999999996,1
30.438099999999999,-91.135179999999991,2
30.528289999999998,-91.126244999999997,2
30.460039999999999,-91.002470000000002,1
30.665369999999999,-91.160740000000004,1
30.474360000000001,-90.959350000000001,1
30.377690000000001,-91.129270000000005,1
30.453885,-91.170969999999997,2
