latitude,longitude,label
36.677253333333333,37.888171666666665,6
33.876711999999998,35.625579999999999,5
31.538724999999999,35.998428333333337,6
32.950000000000003,39.716670000000001,1
33.106126000000003,35.223768,5
39.623446666666666,33.579039999999999,3
31.877336666666665,35.295286666666662,12
31.897164285714286,34.763671428571428,14
30.598980000000001,35.294844999999995,2
35.279747999999998,36.894054000000004,5
35.073077499999997,33.827042500000005,4
36.763514999999998,31.421365000000002,2
32.626712000000005,35.535436000000004,5
34.881651111111111,33.045949999999998,9
33.479817500000003,36.337667499999995,4
