latitude,longitude,label
33.6111,48.270299999999999,1
39.016946666666662,48.279686666666663,3
34.013310000000004,49.491759999999999,2
36.442750000000004,49.203099999999999,2
35.744413333333334,51.417406666666665,3
38.089024999999999,48.462949999999999,4
36.531866666666666,53.880943333333335,3
40.374090000000002,49.865899999999996,2
35.520200000000003,48.669575000000002,4
36.140906000000001,52.426563999999999,5
35.650046666666668,49.78716,3
36.186676666666663,50.764283333333331,3
35.94218,47.08764,2
37.329416666666667,49.504629999999999,3
