latitude,longitude,label
45.689920000000001,-112.83479333333334,6
47.104140000000001,-112.20460166666668,6
47.96087,-111.65106799999998,5
43.799340000000001,-112.49774666666666,3
46.711537499999991,-110.50451749999999,4
45.74955666666667,-111.66497333333332,3
44.995396666666664,-110.78623,3
47.286475000000003,-111.21323750000001,4
48.856669999999994,-111.19733500000001,2
47.849429999999998,-110.55132,2
46.497153333333337,-112.00511000000002,6
46.733294999999998,-109.79771,2
44.561194999999998,-110.485005,2
48.546669999999999,-109.66575,1
45.648933333333332,-110.87338,3
