latitude,longitude,label
38.241680000000009,-78.352367142857148,7
40.863179999999993,-77.374141666666659,6
38.98599500000001,-77.439701499999998,20
39.443882307692313,-77.841528461538459,13
39.278453636363636,-76.728970000000004,22
38.779286666666671,-76.110253333333333,3
38.505976999999994,-76.685271999999983,10
39.069801764705886,-76.518580588235295,17
40.157601666666665,-77.798668333333339,6
39.495014666666663,-76.501524666666654,15
38.394145333333334,-77.587825999999993,15
39.115676999999998,-78.382837999999992,10
40.239564545454549,-76.919958181818188,11
39.787323333333333,-77.026440833333325,12
38.931167777777766,-77.031353333333357,63
