latitude,longitude,label
-33.200000000000003,-68.266670000000005,1
-30.0,-71.0,1
-34.808859999999996,-68.581700000000012,2
-29.904530000000001,-71.248940000000005,1
-32.702689999999997,-68.754329999999996,1
-33.024569999999997,-71.551829999999995,1
-34.469295000000002,-71.038755000000009,2
-33.47269,-70.647239999999996,1
-34.0,-69.0,1
-33.421489999999999,-70.612650000000002,1
-37.390599999999999,-68.904200000000003,1
-36.686109999999999,-73.102779999999996,1
-31.537500000000001,-68.536389999999997,1
