latitude,longitude,label
39.517657857142858,-77.838402857142867,14
39.278453636363636,-76.728970000000004,22
38.948016470588243,-77.546423529411769,17
38.727548333333338,-77.133591666666661,12
38.137970000000003,-77.820435714285722,7
38.946386666666662,-76.860195333333337,15
38.457966153846151,-76.443079230769229,13
39.218316666666666,-77.232109166666675,12
38.931168648648644,-77.049883243243244,37
39.565554615384613,-76.516122307692314,13
39.960698749999999,-77.034783125000004,16
39.045298750000001,-78.297516250000001,8
38.142739999999996,-78.446766666666662,9
39.116399473684197,-76.45539736842106,19
38.335753999999994,-77.357587999999993,10
