latitude,longitude,label
-34.582379099999997,-58.59958413333333,6
-34.696007133333332,-58.586282099999998,3
-34.576947099999998,-58.656768999999997,1
-34.665195500000003,-58.549251599999998,1
-34.5774556,-58.574852049999997,2
-34.635906179999999,-58.563113199999997,5
-34.636015475000001,-58.595793925000002,4
-34.616817300000001,-58.637235050000001,4
-34.651664050000001,-58.619194550000003,2
-34.657838849999997,-58.552269150000001,2
-34.665354000000001,-58.660518599999996,3
-34.591775949999999,-58.560669950000005,2
-34.7601084,-58.60512516666666,3
-34.682498899999999,-58.562477099999995,2
-34.606692500000001,-58.552517733333332,3
