latitude,longitude,label
-34.667631414285715,-58.54854018571428,7
-34.578497418181819,-58.509471536363655,11
-34.69521824444444,-58.474892633333333,9
-34.607801692307696,-58.519669307692304,13
-34.649748828571425,-58.503367242857131,7
-34.555224799999998,-58.477321066666669,9
-34.698743685714284,-58.5198173,7
-34.584620139999998,-58.542150079999999,5
-34.640393760000002,-58.462008940000011,10
-34.573257877777777,-58.4611357,9
-34.587011383333341,-58.581875316666661,6
-34.630408609090914,-58.540935181818185,11
-34.595114860000002,-58.474690459999998,5
-34.629408480000002,-58.573933179999997,5
-34.617754511764709,-58.490818476470579,17
