latitude,longitude,label
-34.864631699999997,-57.887245200000002,1
-35.163795200000003,-58.227212799999997,1
-35.076499900000002,-57.517536200000002,1
-34.9539027,-57.974745900000002,1
-34.8698044,-58.073253649999998,2
-34.880310100000003,-57.8807641,1
-34.864823299999998,-57.908518800000003,1
-35.579179500000002,-58.013687500000003,1
-35.173893,-58.233970599999999,1
-34.9123655,-57.946090150000003,2
-34.984857400000003,-58.091183999999998,1
-35.166162300000003,-58.2253434,1
-34.889934500000003,-57.903846799999997,1
