latitude,longitude,label
-31.386375399999999,-64.189430200000004,1
-31.1654701,-64.333190900000005,1
-31.398929599999999,-64.182128899999995,1
-31.345555600000001,-64.338333300000002,1
-31.4452982,-64.126247399999997,2
-31.465113166666669,-64.20805773333332,3
-31.2666702,-64.300010700000001,1
-31.420188580000001,-64.183148759999995,5
-31.310691800000001,-64.29787060000001,2
-31.341665299999999,-64.241664900000004,2
-31.2341309,-64.316711400000003,1
-31.399526600000002,-64.222145100000006,1
