latitude,longitude,label
-34.782335799999998,-58.837779500000003,1
-34.627208199999998,-58.832354299999999,3
-34.667486833333335,-58.784044933333327,3
-34.771175399999997,-58.747917200000003,1
-34.722292600000003,-58.691814800000003,2
-34.561730525000002,-58.692224875000001,4
-34.547294100000002,-58.7931952,2
-34.634009900000002,-58.791381999999999,1
-34.671985866666667,-58.729004800000006,3
-34.642120966666674,-58.696581200000004,3
-34.6165485,-58.92761805,2
-34.644248949999998,-58.754450800000001,2
