latitude,longitude,label
-34.549175949999999,-58.559020250000003,2
-34.534324416666664,-58.479648449999992,6
-34.587907000000001,-58.525014200000001,2
-34.550555599999996,-58.506434900000002,2
-34.531174874999998,-58.521249874999995,4
-34.569355399999999,-58.537825400000003,3
-34.565965233333337,-58.443543016666666,6
-34.573257877777777,-58.4611357,9
-34.487430249999996,-58.496638749999995,6
-34.5128761,-58.545595900000002,1
-34.51692342222222,-58.495609655555555,9
-34.591858100000003,-58.474484100000005,3
-34.589632999999999,-58.505589066666666,3
-34.572346085714287,-58.509913057142853,7
-34.556716274999999,-58.477792112499998,8
