latitude,longitude,label
-34.539863299999993,-58.512370160000003,5
-34.538844160000004,-58.547152539999999,5
-34.431320960000001,-58.578514859999999,5
-34.537911350000002,-58.589370449999997,4
-34.492975866666661,-58.618448233333332,3
-34.477954114285716,-58.563265314285715,7
-34.451636240000006,-58.623460860000002,5
-34.360396600000001,-58.600100500000003,1
-34.474920150000003,-58.5134018125,8
-34.495034150000002,-58.485121675000002,4
-34.532530699999995,-58.480867599999996,5
-33.897242200000001,-58.406757599999999,1
-34.517806700000001,-58.497273862499995,8
