latitude,longitude,label
-34.625124409999998,-58.403515000000006,10
-34.608670590000003,-58.394266150000007,10
-34.621260933333332,-58.37202985555556,9
-34.64412984444445,-58.418067422222229,9
-34.59501322727273,-58.372560290909092,11
-34.589935557142859,-58.391347571428568,7
-34.68341062857143,-58.349687200000005,7
-34.604746117647053,-58.378418700000005,17
-34.647766324999999,-58.368624650000008,8
-34.694204971428569,-58.412475399999998,7
-34.565965233333337,-58.443543016666666,6
-34.605081887499992,-58.413897612500001,8
-34.616736029999998,-58.442040589999998,10
-34.585073450000003,-58.420113649999998,8
-34.567194355555557,-58.410200122222221,9
