latitude,longitude,label
19.412061225000002,-99.178240125000002,4
19.2883897,-99.235951233333324,3
19.358322599999997,-99.028124000000005,3
19.362900266666667,-99.266823299999999,3
19.257384800000001,-99.014964699999993,1
19.418309649999998,-99.076168999999993,2
19.381245233333331,-99.213775699999999,3
19.392009033333334,-99.133959100000013,3
19.340622850000003,-99.189225649999997,2
19.314407299999999,-99.104015599999997,1
19.366566049999999,-99.169919050000004,2
19.431114733333334,-99.139347900000004,3
