latitude,longitude,label
-34.595477000000002,-59.150105600000003,1
-34.4379694,-58.988002700000003,1
-34.106534333333336,-59.023562099999999,3
-34.33059635,-58.985144599999998,2
-34.292659800000003,-59.101039900000004,1
-34.425918600000003,-58.896150599999999,1
-34.490500500000003,-59.074736899999998,1
-34.167480500000003,-58.952640500000001,1
-34.463059799999996,-58.909504266666666,3
-34.566778150000005,-59.112644150000001,2
-34.321712499999997,-58.993179300000001,1
-34.446617099999997,-58.883075699999999,1
-34.448129649999998,-58.92617225,2
