latitude,longitude,label
-34.820815233333335,-58.420761166666672,3
-34.790241199999997,-58.474399599999998,1
-34.856607114285715,-58.50764101428571,7
-34.767433199999999,-58.436904900000002,1
-34.9753793,-58.3807288,1
-34.795364399999997,-58.396383299999997,2
-34.914603999999997,-58.598610299999997,1
-34.850802450000003,-58.388569400000002,4
-34.760909949999999,-58.391922074999997,4
-34.758134349999999,-58.49309925,2
-34.791106133333329,-58.424053199999996,3
-34.761182300000002,-58.430247600000001,1
-35.049142500000002,-58.759505300000001,1
-34.820590800000005,-58.465150449999996,2
-34.802028700000001,-58.458366949999998,2
