latitude,longitude,label
-34.428385750000004,-58.583652499999999,4
-34.475005199999998,-58.554554000000003,1
-34.360396600000001,-58.600100500000003,1
-34.469011819999999,-58.517114540000001,5
-34.451858683333334,-58.626715149999995,6
-34.449675550000002,-58.552293949999999,2
-34.5073893,-58.594741650000003,2
-34.425877,-58.659889999999997,1
-34.475865733333336,-58.575406233333332,3
-33.897242200000001,-58.406757599999999,1
-34.49339355,-58.557730450000001,2
-34.484251325000002,-58.640209250000005,4
-34.531284599999999,-58.57917715,2
