latitude,longitude,label
-33.0077778,-58.511166699999997,1
-31.391847899999998,-58.017060499999999,1
-33.004413599999999,-58.528133400000002,1
-32.368783299999997,-58.874949999999998,1
-31.615909599999998,-58.499450699999997,1
-30.757274599999999,-57.991619100000001,1
-32.345898900000002,-58.444385699999998,1
-33.015476200000002,-58.518360100000002,1
-32.4845349,-58.232141599999999,1
-31.3641781,-58.017666400000003,1
-32.468772899999998,-58.2490387,1
-32.517564299999997,-59.1041758,1
-32.224932799999998,-58.144714200000003,1
