latitude,longitude,label
-34.886726400000001,-58.984107999999999,1
-34.654161383333332,-58.775403066666662,6
-34.739321019999998,-58.596184379999997,5
-34.645046571428573,-58.605988357142856,7
-34.744264000000001,-58.700157900000001,1
-34.625160649999998,-58.821271549999999,2
-34.665130759999997,-58.718684939999989,5
-34.631155700000001,-58.87881325,2
-34.691950249999998,-58.672193,2
-34.564994200000001,-58.688340500000002,3
-34.849582599999998,-58.657085899999998,1
-34.6349722,-58.659494280000004,5
-34.583357475,-58.627801399999996,4
-34.776755600000001,-58.79284835,2
