latitude,longitude,label
-34.752949966666669,-58.294319600000001,3
-34.8837665,-58.1784125,1
-34.811285325,-58.261723450000005,4
-34.793283000000002,-58.197569299999998,1
-34.773324950000003,-58.172447050000002,2
-34.762000999999998,-58.211296099999998,1
-34.705278425000003,-58.312610624999998,4
-34.713867899999997,-58.286111250000005,2
-34.785621599999999,-58.223590899999998,1
-34.726024600000002,-58.254356399999999,1
-34.799997349999998,-58.3365917,2
-34.743966919999998,-58.243135180000003,5
-34.728054,-58.353454599999999,1
-34.821913433333329,-58.213864666666666,3
