latitude,longitude,label
-32.817115800000003,-60.722305300000002,1
-33.118603266666668,-60.545862299999989,3
-32.951276875000005,-60.713925649999993,4
-32.604797400000002,-60.9473305,1
-33.018550300000001,-60.632770979999997,5
-32.710106924999998,-60.754464174999995,4
-32.5857964,-61.1678085,1
-32.621585600000003,-60.157534400000003,1
-32.91490975,-60.801476550000004,2
-32.668998700000003,-60.876606000000002,1
-32.966477449999999,-61.099857550000003,2
-32.863338499999998,-60.703128849999999,2
